File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF421ZII	bed narrowPeak	conservative idr thresholded peaks	ENCSR528PSI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HLF-human	DNA					False	2016-10-12	ENCODE				1, 2							ENCFF001TDO, ENCFF008WCZ, ENCFF145MQM, ENCFF181DWV	1096168	ENCODE Processing Pipeline	53de18133ce94205b8fae6fa2cfd864d		https://www.encodeproject.org/files/ENCFF421ZII/@@download/ENCFF421ZII.bed.gz	hg19			released	control low read depth, missing genetic modification characterization	characterization(s) pending review		
ENCFF715ZHP	bed narrowPeak	peaks	ENCSR528PSI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HLF-human	DNA					False	2016-10-12	ENCODE				1							ENCFF582CVJ, ENCFF879CUM	5692870	ENCODE Processing Pipeline	f480a7dd2e9174ac5d95ba61970a594f		https://www.encodeproject.org/files/ENCFF715ZHP/@@download/ENCFF715ZHP.bed.gz	GRCh38			released	control low read depth, missing genetic modification characterization	characterization(s) pending review		
ENCFF811CCD	bed narrowPeak	peaks	ENCSR528PSI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HLF-human	DNA					False	2016-10-12	ENCODE				2							ENCFF207GHC, ENCFF582CVJ	5681813	ENCODE Processing Pipeline	cc34b4f8bdaf62c357ce2d55342e88ba		https://www.encodeproject.org/files/ENCFF811CCD/@@download/ENCFF811CCD.bed.gz	GRCh38			released	control low read depth, missing genetic modification characterization	characterization(s) pending review		
ENCFF044HQV	bed narrowPeak	peaks	ENCSR528PSI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HLF-human	DNA					False	2016-10-12	ENCODE				1, 2							ENCFF207GHC, ENCFF582CVJ, ENCFF879CUM	6730595	ENCODE Processing Pipeline	28b452302347576b3190e0994b7e2971		https://www.encodeproject.org/files/ENCFF044HQV/@@download/ENCFF044HQV.bed.gz	GRCh38			released	control low read depth, missing genetic modification characterization	characterization(s) pending review		
ENCFF659XDV	bed narrowPeak	conservative idr thresholded peaks	ENCSR528PSI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HLF-human	DNA					False	2016-10-12	ENCODE				1, 2							ENCFF044HQV, ENCFF419RSJ, ENCFF715ZHP, ENCFF811CCD	1123619	ENCODE Processing Pipeline	8deaef51dc9421908e8be809a3ff0479		https://www.encodeproject.org/files/ENCFF659XDV/@@download/ENCFF659XDV.bed.gz	GRCh38			released	control low read depth, missing genetic modification characterization	characterization(s) pending review		
ENCFF685UQE	bed narrowPeak	optimal idr thresholded peaks	ENCSR528PSI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HLF-human	DNA					False	2016-10-12	ENCODE				1, 2							ENCFF044HQV, ENCFF419RSJ, ENCFF715ZHP, ENCFF811CCD	1152225	ENCODE Processing Pipeline	1572fafb06abe1db5e3105487428d84e		https://www.encodeproject.org/files/ENCFF685UQE/@@download/ENCFF685UQE.bed.gz	GRCh38			released	control low read depth, missing genetic modification characterization	characterization(s) pending review		
ENCFF633UOS	bed narrowPeak	peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				1							ENCFF419MUD, ENCFF449NNE	6103939	ENCODE Processing Pipeline	6a7cabd59ae7db8ffb1490e16d9248ea		https://www.encodeproject.org/files/ENCFF633UOS/@@download/ENCFF633UOS.bed.gz	hg19			released	borderline replicate concordance			
ENCFF241WWS	bed narrowPeak	peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				1, 2							ENCFF325QBB, ENCFF419MUD, ENCFF449NNE, ENCFF999EQI	7036558	ENCODE Processing Pipeline	c9f251421e509ad8ee8291105074bd5f		https://www.encodeproject.org/files/ENCFF241WWS/@@download/ENCFF241WWS.bed.gz	hg19			released	borderline replicate concordance			
ENCFF377TYD	bed narrowPeak	peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				2							ENCFF325QBB, ENCFF999EQI	6091677	ENCODE Processing Pipeline	a80364c030ea66fb2f5746a443860535		https://www.encodeproject.org/files/ENCFF377TYD/@@download/ENCFF377TYD.bed.gz	hg19			released	borderline replicate concordance			
ENCFF353OUV	bed narrowPeak	conservative idr thresholded peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				1, 2							ENCFF001TDO, ENCFF241WWS, ENCFF377TYD, ENCFF633UOS	75092	ENCODE Processing Pipeline	f83c58eb7f19230e9cb1e7eebb68233f		https://www.encodeproject.org/files/ENCFF353OUV/@@download/ENCFF353OUV.bed.gz	hg19			released	borderline replicate concordance			
ENCFF681NJT	bed narrowPeak	optimal idr thresholded peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				1, 2							ENCFF001TDO, ENCFF241WWS, ENCFF377TYD, ENCFF633UOS	141962	ENCODE Processing Pipeline	02243fd2b0803e92a3cdaaa90f1f9c18		https://www.encodeproject.org/files/ENCFF681NJT/@@download/ENCFF681NJT.bed.gz	hg19			released	borderline replicate concordance			
ENCFF574QHP	bed narrowPeak	peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				1, 2							ENCFF190EPQ, ENCFF304JKT, ENCFF451NTQ, ENCFF950AXC	6964617	ENCODE Processing Pipeline	b208b61142e10ce6781e5ca6972978d9		https://www.encodeproject.org/files/ENCFF574QHP/@@download/ENCFF574QHP.bed.gz	GRCh38			released	borderline replicate concordance			
ENCFF536CCI	bed narrowPeak	peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				1							ENCFF190EPQ, ENCFF304JKT	5941207	ENCODE Processing Pipeline	81961b3868de5a130a6b0bf80cb05eaf		https://www.encodeproject.org/files/ENCFF536CCI/@@download/ENCFF536CCI.bed.gz	GRCh38			released	borderline replicate concordance			
ENCFF372IYP	bed narrowPeak	peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				2							ENCFF451NTQ, ENCFF950AXC	5962669	ENCODE Processing Pipeline	6299cce6a2f3dd70dbe74bc667da10e1		https://www.encodeproject.org/files/ENCFF372IYP/@@download/ENCFF372IYP.bed.gz	GRCh38			released	borderline replicate concordance			
ENCFF536UXA	bed narrowPeak	conservative idr thresholded peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				1, 2							ENCFF372IYP, ENCFF419RSJ, ENCFF536CCI, ENCFF574QHP	75715	ENCODE Processing Pipeline	7ebe2251969a86f89771eee2924c00ae		https://www.encodeproject.org/files/ENCFF536UXA/@@download/ENCFF536UXA.bed.gz	GRCh38			released	borderline replicate concordance			
ENCFF859MBC	bed narrowPeak	optimal idr thresholded peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RAD51-human	DNA					False	2016-09-01	ENCODE				1, 2							ENCFF372IYP, ENCFF419RSJ, ENCFF536CCI, ENCFF574QHP	142414	ENCODE Processing Pipeline	343dc6b735087e5daec2f11831d09adc		https://www.encodeproject.org/files/ENCFF859MBC/@@download/ENCFF859MBC.bed.gz	GRCh38			released	borderline replicate concordance			
ENCFF998ZZB	bed narrowPeak	peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				1							ENCFF668QAW	6570414	ENCODE Processing Pipeline	bdf447bdf52e9686f821b220728802b4		https://www.encodeproject.org/files/ENCFF998ZZB/@@download/ENCFF998ZZB.bed.gz	hg19			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF875UCR	bed narrowPeak	peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				2							ENCFF466PBF	6406182	ENCODE Processing Pipeline	f49ab9358eeb7023973f2790d19eb3b4		https://www.encodeproject.org/files/ENCFF875UCR/@@download/ENCFF875UCR.bed.gz	hg19			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF132YZW	bed narrowPeak	peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				1, 2							ENCFF466PBF, ENCFF668QAW	7028734	ENCODE Processing Pipeline	d84d5911ddc8b57d3b0037912fa96f66		https://www.encodeproject.org/files/ENCFF132YZW/@@download/ENCFF132YZW.bed.gz	hg19			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF802CPZ	bed narrowPeak	optimal idr thresholded peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				1, 2							ENCFF001TDO, ENCFF132YZW, ENCFF875UCR, ENCFF998ZZB	363126	ENCODE Processing Pipeline	c1f9b6ec20d7cb89fa9f7c87fb0e497f		https://www.encodeproject.org/files/ENCFF802CPZ/@@download/ENCFF802CPZ.bed.gz	hg19			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF655HQP	bed narrowPeak	peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				1							ENCFF738UWF	6556300	ENCODE Processing Pipeline	366a4f67563534987d32bf90ef219742		https://www.encodeproject.org/files/ENCFF655HQP/@@download/ENCFF655HQP.bed.gz	GRCh38			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF760XQB	bed narrowPeak	peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				1, 2							ENCFF268WQR, ENCFF738UWF	7010759	ENCODE Processing Pipeline	7062830f824a7e7c649e9c3a485bca72		https://www.encodeproject.org/files/ENCFF760XQB/@@download/ENCFF760XQB.bed.gz	GRCh38			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF605JQV	bed narrowPeak	peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				2							ENCFF268WQR	6392076	ENCODE Processing Pipeline	18bce5b270e50bbf1fdd1dd0142c3384		https://www.encodeproject.org/files/ENCFF605JQV/@@download/ENCFF605JQV.bed.gz	GRCh38			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF303SHI	bed narrowPeak	conservative idr thresholded peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				1, 2							ENCFF419RSJ, ENCFF605JQV, ENCFF655HQP, ENCFF760XQB	357271	ENCODE Processing Pipeline	4780bebe5abc037829216953cdfa25f8		https://www.encodeproject.org/files/ENCFF303SHI/@@download/ENCFF303SHI.bed.gz	GRCh38			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF766KKU	bed narrowPeak	optimal idr thresholded peaks	ENCSR157CEN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF205-human	DNA					False	2018-02-10	ENCODE				1, 2							ENCFF419RSJ, ENCFF605JQV, ENCFF655HQP, ENCFF760XQB	357976	ENCODE Processing Pipeline	955f62d3af72a96f44b4f1e07bc0129a		https://www.encodeproject.org/files/ENCFF766KKU/@@download/ENCFF766KKU.bed.gz	GRCh38			released	missing genetic modification characterization	experiment not submitted to GEO, characterization(s) pending review		missing control alignments
ENCFF566FRU	bed narrowPeak	peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				1							ENCFF707MEF	5742365	ENCODE Processing Pipeline	030263a5676982c7c10a4f19585aaa79		https://www.encodeproject.org/files/ENCFF566FRU/@@download/ENCFF566FRU.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF574WMJ	bed narrowPeak	peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF405FFP, ENCFF707MEF	6398493	ENCODE Processing Pipeline	43e8b31992c7958214202043cb8d1bad		https://www.encodeproject.org/files/ENCFF574WMJ/@@download/ENCFF574WMJ.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF328UHH	bed narrowPeak	peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				2							ENCFF405FFP	5399348	ENCODE Processing Pipeline	9f7cec5dd6cdc4e6a83cd7e46167465f		https://www.encodeproject.org/files/ENCFF328UHH/@@download/ENCFF328UHH.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF284NPD	bed narrowPeak	conservative idr thresholded peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF328UHH, ENCFF419RSJ, ENCFF566FRU, ENCFF574WMJ	272879	ENCODE Processing Pipeline	e9e3096966b484a6e2efa564a09f6b8e		https://www.encodeproject.org/files/ENCFF284NPD/@@download/ENCFF284NPD.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF232WMR	bed narrowPeak	optimal idr thresholded peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF328UHH, ENCFF419RSJ, ENCFF566FRU, ENCFF574WMJ	280586	ENCODE Processing Pipeline	92474e4326ce8decf57395bba18f1df3		https://www.encodeproject.org/files/ENCFF232WMR/@@download/ENCFF232WMR.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF409MWH	bed narrowPeak	peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				1							ENCFF203ABR, ENCFF646JVE	6453966	ENCODE Processing Pipeline	6f7abd79e442de86cae2d5492382a014		https://www.encodeproject.org/files/ENCFF409MWH/@@download/ENCFF409MWH.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF908VCH	bed narrowPeak	peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				2							ENCFF203ABR, ENCFF739MET	6247113	ENCODE Processing Pipeline	da189223a005217fb5c2881d257510e7		https://www.encodeproject.org/files/ENCFF908VCH/@@download/ENCFF908VCH.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF048IUI	bed narrowPeak	peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF203ABR, ENCFF646JVE, ENCFF739MET	6890456	ENCODE Processing Pipeline	c324baec9b747db23a9e69f83b647654		https://www.encodeproject.org/files/ENCFF048IUI/@@download/ENCFF048IUI.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF097GQF	bed narrowPeak	conservative idr thresholded peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF048IUI, ENCFF409MWH, ENCFF908VCH	249444	ENCODE Processing Pipeline	76f3ba4b997008103d90a651be866d50		https://www.encodeproject.org/files/ENCFF097GQF/@@download/ENCFF097GQF.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF883YNO	bed narrowPeak	optimal idr thresholded peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-MLX-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF048IUI, ENCFF409MWH, ENCFF908VCH	265326	ENCODE Processing Pipeline	45d570958ee37878e149aa6dfcd84504		https://www.encodeproject.org/files/ENCFF883YNO/@@download/ENCFF883YNO.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF001VKA	bed narrowPeak	peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE												591035	Michael Snyder, Stanford	8e00dae2b8920f4676c377f2352eead6		https://www.encodeproject.org/files/ENCFF001VKA/@@download/ENCFF001VKA.bed.gz	hg19			archived	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample, missing derived_from		
ENCFF002CTX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE												132999	ENCODE Consortium Analysis Working Group	b8b76f23f457c1d4165f9dd8d5a28365		https://www.encodeproject.org/files/ENCFF002CTX/@@download/ENCFF002CTX.bed.gz	hg19			archived	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample, missing derived_from		
ENCFF445DRT	bed narrowPeak	peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF165KZY, ENCFF291LSV, ENCFF358QPW	5787251	ENCODE Processing Pipeline	4f77346eb2ebc7dd1560bf0d5fb31f14		https://www.encodeproject.org/files/ENCFF445DRT/@@download/ENCFF445DRT.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF608CKR	bed narrowPeak	peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF165KZY, ENCFF358QPW	4602370	ENCODE Processing Pipeline	2408b46500204edd1c8285f2077a6fe0		https://www.encodeproject.org/files/ENCFF608CKR/@@download/ENCFF608CKR.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF369TDR	bed narrowPeak	peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF165KZY, ENCFF291LSV	5026852	ENCODE Processing Pipeline	9802d793bc1e6a1961b1cd2c6bb8bcb1		https://www.encodeproject.org/files/ENCFF369TDR/@@download/ENCFF369TDR.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF181XMM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF369TDR, ENCFF419RSJ, ENCFF445DRT, ENCFF608CKR	127536	ENCODE Processing Pipeline	236727a8f0c59b684bc07d8ff7c9fd9e		https://www.encodeproject.org/files/ENCFF181XMM/@@download/ENCFF181XMM.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF902EMG	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF369TDR, ENCFF419RSJ, ENCFF445DRT, ENCFF608CKR	116806	ENCODE Processing Pipeline	838c4f000e56261b27bc500905c337e2		https://www.encodeproject.org/files/ENCFF902EMG/@@download/ENCFF902EMG.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF228GBX	bed narrowPeak	peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF107SKX, ENCFF669VIL	4603907	ENCODE Processing Pipeline	6b29761c533a6ca6fd92ee01b41df67d		https://www.encodeproject.org/files/ENCFF228GBX/@@download/ENCFF228GBX.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF624UAC	bed narrowPeak	peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF107SKX, ENCFF154IGF	5027352	ENCODE Processing Pipeline	b25430a0729029142608b20b8153f273		https://www.encodeproject.org/files/ENCFF624UAC/@@download/ENCFF624UAC.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF567BMG	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF228GBX, ENCFF611GBW, ENCFF624UAC	132344	ENCODE Processing Pipeline	3a5a75bbc4d3f8638891b2d041c1a944		https://www.encodeproject.org/files/ENCFF567BMG/@@download/ENCFF567BMG.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF611GBW	bed narrowPeak	peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF107SKX, ENCFF154IGF, ENCFF669VIL	5789361	ENCODE Processing Pipeline	8b7314e3a4ae9a665b1878a44ea41089		https://www.encodeproject.org/files/ENCFF611GBW/@@download/ENCFF611GBW.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF553QDJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF228GBX, ENCFF611GBW, ENCFF624UAC	116268	ENCODE Processing Pipeline	4116d809aafc24f35b0052c6f4cd0fac		https://www.encodeproject.org/files/ENCFF553QDJ/@@download/ENCFF553QDJ.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF700XUG	bed narrowPeak	peaks	ENCSR182QWU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF3-human	DNA					False	2017-03-16	ENCODE				1							ENCFF127FFH	5928637	ENCODE Processing Pipeline	c61d8bad22c9bd49ff3788731c7e948d		https://www.encodeproject.org/files/ENCFF700XUG/@@download/ENCFF700XUG.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF755JSV	bed narrowPeak	peaks	ENCSR182QWU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF3-human	DNA					False	2017-03-16	ENCODE				2							ENCFF581GQK	6029841	ENCODE Processing Pipeline	f0f5f7e98a6e28dd8a90290b192bf58c		https://www.encodeproject.org/files/ENCFF755JSV/@@download/ENCFF755JSV.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF471LSV	bed narrowPeak	peaks	ENCSR182QWU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF3-human	DNA					False	2017-03-16	ENCODE				1, 2							ENCFF127FFH, ENCFF581GQK	6688821	ENCODE Processing Pipeline	77fcf4d7a13b8e168ac57e9443f5b767		https://www.encodeproject.org/files/ENCFF471LSV/@@download/ENCFF471LSV.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF113GDJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR182QWU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF3-human	DNA					False	2017-03-16	ENCODE				1, 2							ENCFF419RSJ, ENCFF471LSV, ENCFF700XUG, ENCFF755JSV	141899	ENCODE Processing Pipeline	bfb6d26e637918ab8f6a98a7d8db76e5		https://www.encodeproject.org/files/ENCFF113GDJ/@@download/ENCFF113GDJ.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF845MDX	bed narrowPeak	optimal idr thresholded peaks	ENCSR182QWU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF3-human	DNA					False	2017-03-16	ENCODE				1, 2							ENCFF419RSJ, ENCFF471LSV, ENCFF700XUG, ENCFF755JSV	161009	ENCODE Processing Pipeline	4d315e2072da9802cc808fd975de19f1		https://www.encodeproject.org/files/ENCFF845MDX/@@download/ENCFF845MDX.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF363YVH	bed narrowPeak	peaks	ENCSR182QWU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF3-human	DNA					False	2017-03-16	ENCODE				1							ENCFF465AXY	5932161	ENCODE Processing Pipeline	ab7e414613dcace052d721b2ffdde662		https://www.encodeproject.org/files/ENCFF363YVH/@@download/ENCFF363YVH.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF393KLI	bed narrowPeak	peaks	ENCSR182QWU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZNF3-human	DNA					False	2017-03-16	ENCODE				1, 2							ENCFF465AXY, ENCFF919JRJ	6731966	ENCODE Processing Pipeline	694d08c68a714f0aa07cc9af0fd9d6cc		https://www.encodeproject.org/files/ENCFF393KLI/@@download/ENCFF393KLI.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
