File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF122GOC	bed narrowPeak	conservative idr thresholded peaks	ENCSR990AZC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MCM3-human	ENCAB353TGR	DNA					False	2016-09-27	ENCODE				1, 2							ENCFF209WCI, ENCFF419RSJ, ENCFF483MZB, ENCFF799RSQ	30438	ENCODE Processing Pipeline	9bc7be50679ae4d8c6eb6c09da1b758d		https://www.encodeproject.org/files/ENCFF122GOC/@@download/ENCFF122GOC.bed.gz	GRCh38			released				
ENCFF672PYP	bed narrowPeak	optimal idr thresholded peaks	ENCSR990AZC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MCM3-human	ENCAB353TGR	DNA					False	2016-09-27	ENCODE				1, 2							ENCFF209WCI, ENCFF419RSJ, ENCFF483MZB, ENCFF799RSQ	51856	ENCODE Processing Pipeline	6c8a3fa3bb9dcefb3bb5f8c48cd57489		https://www.encodeproject.org/files/ENCFF672PYP/@@download/ENCFF672PYP.bed.gz	GRCh38			released				
ENCFF796SSH	bed narrowPeak	peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				2							ENCFF552USH, ENCFF577QBK	6958561	ENCODE Processing Pipeline	8a9b82bc9d86cdea5b34591b1303d131		https://www.encodeproject.org/files/ENCFF796SSH/@@download/ENCFF796SSH.bed.gz	hg19			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF138CUL	bed narrowPeak	peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF552USH, ENCFF577QBK, ENCFF845ZLZ	7296018	ENCODE Processing Pipeline	9089567410de069c2ab8b031f9aabad5		https://www.encodeproject.org/files/ENCFF138CUL/@@download/ENCFF138CUL.bed.gz	hg19			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF373TEW	bed narrowPeak	peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1							ENCFF577QBK, ENCFF845ZLZ	6929023	ENCODE Processing Pipeline	70ec6f6f31e08f34de4b50bd339f9dd7		https://www.encodeproject.org/files/ENCFF373TEW/@@download/ENCFF373TEW.bed.gz	hg19			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF038KKT	bed narrowPeak	peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1							ENCFF106BHY	6757313	ENCODE Processing Pipeline	da401500ae80663a4a0300b04f9cb17b		https://www.encodeproject.org/files/ENCFF038KKT/@@download/ENCFF038KKT.bed.gz	GRCh38			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF524ZDS	bed narrowPeak	peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				2							ENCFF623YPH	6831659	ENCODE Processing Pipeline	9e19bba4654b7bd5ecce706517fb17d3		https://www.encodeproject.org/files/ENCFF524ZDS/@@download/ENCFF524ZDS.bed.gz	GRCh38			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF379YGQ	bed narrowPeak	peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF106BHY, ENCFF623YPH	7230919	ENCODE Processing Pipeline	4307f31879c8d0528be68eea2255ae52		https://www.encodeproject.org/files/ENCFF379YGQ/@@download/ENCFF379YGQ.bed.gz	GRCh38			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF775TPP	bed narrowPeak	optimal idr thresholded peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF038KKT, ENCFF379YGQ, ENCFF419RSJ, ENCFF524ZDS	301964	ENCODE Processing Pipeline	10316078aed1474f674bbc99b20b1f4a		https://www.encodeproject.org/files/ENCFF775TPP/@@download/ENCFF775TPP.bed.gz	GRCh38			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF131VZY	bed narrowPeak	conservative idr thresholded peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF038KKT, ENCFF379YGQ, ENCFF419RSJ, ENCFF524ZDS	243950	ENCODE Processing Pipeline	144c5c466457d13d60b2af3fb0ce2793		https://www.encodeproject.org/files/ENCFF131VZY/@@download/ENCFF131VZY.bed.gz	GRCh38			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF778RMG	bed narrowPeak	optimal idr thresholded peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF138CUL, ENCFF373TEW, ENCFF796SSH	253646	ENCODE Processing Pipeline	b10e9ebc53d80fd09275ddc64ec080fb		https://www.encodeproject.org/files/ENCFF778RMG/@@download/ENCFF778RMG.bed.gz	hg19			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF394WVZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR532KTI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GTF2E2-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF138CUL, ENCFF373TEW, ENCFF796SSH	197309	ENCODE Processing Pipeline	63e73984e4425e3cbf06cb0ce7558780		https://www.encodeproject.org/files/ENCFF394WVZ/@@download/ENCFF394WVZ.bed.gz	hg19			released	missing genetic modification characterization, control low read depth			missing control alignments
ENCFF543QKR	bed narrowPeak	peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF117CKT, ENCFF574IJZ, ENCFF916QKW	7033796	ENCODE Processing Pipeline	99caf292082895bdef0a2b5f5c39929e		https://www.encodeproject.org/files/ENCFF543QKR/@@download/ENCFF543QKR.bed.gz	hg19			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF816KBT	bed narrowPeak	peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				2							ENCFF574IJZ, ENCFF916QKW	6588877	ENCODE Processing Pipeline	5abbf5c5eef77f27ff04b1ba5489df94		https://www.encodeproject.org/files/ENCFF816KBT/@@download/ENCFF816KBT.bed.gz	hg19			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF433SFB	bed narrowPeak	peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1							ENCFF117CKT, ENCFF574IJZ	6612953	ENCODE Processing Pipeline	e560efe96923141e1f2da95dfb04ab90		https://www.encodeproject.org/files/ENCFF433SFB/@@download/ENCFF433SFB.bed.gz	hg19			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF987CKN	bed narrowPeak	peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1							ENCFF461OAN	6449753	ENCODE Processing Pipeline	7cdc4cd2bdbdc12c8edf52ed0d865d4d		https://www.encodeproject.org/files/ENCFF987CKN/@@download/ENCFF987CKN.bed.gz	GRCh38			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF630YZV	bed narrowPeak	peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				2							ENCFF433SUG	6430063	ENCODE Processing Pipeline	02466b5249a235587d20108f4cb90baf		https://www.encodeproject.org/files/ENCFF630YZV/@@download/ENCFF630YZV.bed.gz	GRCh38			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF668REA	bed narrowPeak	peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF433SUG, ENCFF461OAN	6922323	ENCODE Processing Pipeline	da87d4c92e2680035f2b40a7a5342b4c		https://www.encodeproject.org/files/ENCFF668REA/@@download/ENCFF668REA.bed.gz	GRCh38			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF017JQJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF419RSJ, ENCFF630YZV, ENCFF668REA, ENCFF987CKN	482944	ENCODE Processing Pipeline	339764e3ef4038fa00edf4831cfadacd		https://www.encodeproject.org/files/ENCFF017JQJ/@@download/ENCFF017JQJ.bed.gz	GRCh38			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF599CTG	bed narrowPeak	conservative idr thresholded peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF419RSJ, ENCFF630YZV, ENCFF668REA, ENCFF987CKN	466743	ENCODE Processing Pipeline	47922ef1344467b10f3895574c190815		https://www.encodeproject.org/files/ENCFF599CTG/@@download/ENCFF599CTG.bed.gz	GRCh38			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF644EZR	bed narrowPeak	conservative idr thresholded peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF433SFB, ENCFF543QKR, ENCFF816KBT	401666	ENCODE Processing Pipeline	0cf0e7db73fecb4e539bd97225721dbc		https://www.encodeproject.org/files/ENCFF644EZR/@@download/ENCFF644EZR.bed.gz	hg19			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF120WOF	bed narrowPeak	optimal idr thresholded peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF433SFB, ENCFF543QKR, ENCFF816KBT	407319	ENCODE Processing Pipeline	ad9c782b246e9bfbb2a00cdbb89a7885		https://www.encodeproject.org/files/ENCFF120WOF/@@download/ENCFF120WOF.bed.gz	hg19			released	low read depth, missing genetic modification characterization			missing control alignments
ENCFF001VNR	bed narrowPeak	peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF000YSW, ENCFF000YSY	1395340	Michael Snyder, Stanford	a1c38b95f48a0d8af3b086c6d817893b		https://www.encodeproject.org/files/ENCFF001VNR/@@download/ENCFF001VNR.bed.gz	hg19			archived	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF002CXC	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF000YSW, ENCFF000YSY	490515	ENCODE Consortium Analysis Working Group	a22f865a9c3be78243d4c596c899686a		https://www.encodeproject.org/files/ENCFF002CXC/@@download/ENCFF002CXC.bed.gz	hg19			archived	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF660EKS	bed narrowPeak	peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF433CEB, ENCFF560QPO, ENCFF710NTS	6291523	ENCODE Processing Pipeline	9ec9d8d02dedaae9c7d7129a641d1e45		https://www.encodeproject.org/files/ENCFF660EKS/@@download/ENCFF660EKS.bed.gz	hg19			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF887IBL	bed narrowPeak	peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF560QPO, ENCFF710NTS	5347011	ENCODE Processing Pipeline	073cbf8f91573c530d13ce12e03197d0		https://www.encodeproject.org/files/ENCFF887IBL/@@download/ENCFF887IBL.bed.gz	hg19			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF715WON	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF072BMK, ENCFF660EKS, ENCFF887IBL	377511	ENCODE Processing Pipeline	0a5826ffba796be6f2b35d9d2e574962		https://www.encodeproject.org/files/ENCFF715WON/@@download/ENCFF715WON.bed.gz	hg19			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF072BMK	bed narrowPeak	peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF433CEB, ENCFF710NTS	5075327	ENCODE Processing Pipeline	baca76bc8dd54ade1118dfe4cbaefb37		https://www.encodeproject.org/files/ENCFF072BMK/@@download/ENCFF072BMK.bed.gz	hg19			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF812QPN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF072BMK, ENCFF660EKS, ENCFF887IBL	482148	ENCODE Processing Pipeline	9508b48c5610d3882fe8c0e0e9bbd23e		https://www.encodeproject.org/files/ENCFF812QPN/@@download/ENCFF812QPN.bed.gz	hg19			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF443MTV	bed narrowPeak	peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF023NGN, ENCFF719OIE	4977725	ENCODE Processing Pipeline	a1ebdeb28a843fcc36c0d28e5c631e62		https://www.encodeproject.org/files/ENCFF443MTV/@@download/ENCFF443MTV.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF525DOE	bed narrowPeak	peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF023NGN, ENCFF852HSQ	5123288	ENCODE Processing Pipeline	a97292dbcdbc1fe9ddfbdfea9617ebe2		https://www.encodeproject.org/files/ENCFF525DOE/@@download/ENCFF525DOE.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF420ZOS	bed narrowPeak	peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF023NGN, ENCFF719OIE, ENCFF852HSQ	6102064	ENCODE Processing Pipeline	2a1788a5cadb7b0714d6deb620dceb88		https://www.encodeproject.org/files/ENCFF420ZOS/@@download/ENCFF420ZOS.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF216COR	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF420ZOS, ENCFF443MTV, ENCFF525DOE	377232	ENCODE Processing Pipeline	144e91de5892cda2efb5abb4a837127d		https://www.encodeproject.org/files/ENCFF216COR/@@download/ENCFF216COR.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF893SCL	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	ENCAB000AIJ	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF420ZOS, ENCFF443MTV, ENCFF525DOE	477127	ENCODE Processing Pipeline	71d744d2459018e65e97fef53e8a8ded		https://www.encodeproject.org/files/ENCFF893SCL/@@download/ENCFF893SCL.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF490XLD	bed narrowPeak	peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				2							ENCFF834TUP, ENCFF984QQT	7111483	ENCODE Processing Pipeline	5c956902a94641b04b8a3f59bc08f2c6		https://www.encodeproject.org/files/ENCFF490XLD/@@download/ENCFF490XLD.bed.gz	hg19			released	mild to moderate bottlenecking			
ENCFF499UMV	bed narrowPeak	peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF160VXC, ENCFF834TUP, ENCFF892UVF, ENCFF984QQT	7313485	ENCODE Processing Pipeline	2541b212e7722e9bc107563074d7984d		https://www.encodeproject.org/files/ENCFF499UMV/@@download/ENCFF499UMV.bed.gz	hg19			released	mild to moderate bottlenecking			
ENCFF569IJM	bed narrowPeak	conservative idr thresholded peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF001TDO, ENCFF331TXU, ENCFF490XLD, ENCFF499UMV	527405	ENCODE Processing Pipeline	64a4dc051bfe39d8ba6a9ea9e1f9cdea		https://www.encodeproject.org/files/ENCFF569IJM/@@download/ENCFF569IJM.bed.gz	hg19			released	mild to moderate bottlenecking			
ENCFF331TXU	bed narrowPeak	peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				1							ENCFF160VXC, ENCFF834TUP, ENCFF892UVF	7232667	ENCODE Processing Pipeline	b34b2ecd91e077a9bf871828610a093d		https://www.encodeproject.org/files/ENCFF331TXU/@@download/ENCFF331TXU.bed.gz	hg19			released	mild to moderate bottlenecking			
ENCFF838COI	bed narrowPeak	optimal idr thresholded peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF001TDO, ENCFF331TXU, ENCFF490XLD, ENCFF499UMV	629731	ENCODE Processing Pipeline	29b3f9c5729c3aa115f9cfa92da97076		https://www.encodeproject.org/files/ENCFF838COI/@@download/ENCFF838COI.bed.gz	hg19			released	mild to moderate bottlenecking			
ENCFF097GPW	bed narrowPeak	peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				2							ENCFF042LKP, ENCFF712WXB	7107412	ENCODE Processing Pipeline	7727f571f33ee47561150d6c024a6f74		https://www.encodeproject.org/files/ENCFF097GPW/@@download/ENCFF097GPW.bed.gz	GRCh38			released	mild to moderate bottlenecking			
ENCFF483BRD	bed narrowPeak	optimal idr thresholded peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF097GPW, ENCFF419RSJ, ENCFF457ZDJ, ENCFF858BKR	623757	ENCODE Processing Pipeline	3424efdcc9ed08c70164c9d973284841		https://www.encodeproject.org/files/ENCFF483BRD/@@download/ENCFF483BRD.bed.gz	GRCh38			released	mild to moderate bottlenecking			
ENCFF858BKR	bed narrowPeak	peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF042LKP, ENCFF342FIU, ENCFF712WXB, ENCFF790TAN	7317511	ENCODE Processing Pipeline	6587766178988746a43b2357c305861b		https://www.encodeproject.org/files/ENCFF858BKR/@@download/ENCFF858BKR.bed.gz	GRCh38			released	mild to moderate bottlenecking			
ENCFF493NZN	bed narrowPeak	conservative idr thresholded peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF097GPW, ENCFF419RSJ, ENCFF457ZDJ, ENCFF858BKR	526774	ENCODE Processing Pipeline	d6d3227605f8463b5d30f81339ea1c32		https://www.encodeproject.org/files/ENCFF493NZN/@@download/ENCFF493NZN.bed.gz	GRCh38			released	mild to moderate bottlenecking			
ENCFF457ZDJ	bed narrowPeak	peaks	ENCSR360HRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM1A-human	ENCAB006QDW	DNA					False	2016-10-31	ENCODE				1							ENCFF342FIU, ENCFF712WXB, ENCFF790TAN	7235079	ENCODE Processing Pipeline	9ccb995acfc2783cc2b1dc7cb8f61abb		https://www.encodeproject.org/files/ENCFF457ZDJ/@@download/ENCFF457ZDJ.bed.gz	GRCh38			released	mild to moderate bottlenecking			
ENCFF001VMW	bed narrowPeak	peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE												983518	Michael Snyder, Stanford	46643afa087886801b6ca67ad4b89878		https://www.encodeproject.org/files/ENCFF001VMW/@@download/ENCFF001VMW.bed.gz	hg19			archived	inconsistent target of control experiment, low read length, low read depth	missing derived_from, biological replicates with identical biosample		
ENCFF002CWJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE												157869	ENCODE Consortium Analysis Working Group	00c00dfe8c61c384b777f1d95c60fc29		https://www.encodeproject.org/files/ENCFF002CWJ/@@download/ENCFF002CWJ.bed.gz	hg19			archived	inconsistent target of control experiment, low read length, low read depth	missing derived_from, biological replicates with identical biosample		
ENCFF917EAJ	bed narrowPeak	peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF023NGN, ENCFF623TAD	5045652	ENCODE Processing Pipeline	e017ddfe84d8fd0eaaa29d0314c9613a		https://www.encodeproject.org/files/ENCFF917EAJ/@@download/ENCFF917EAJ.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF470SPH	bed narrowPeak	peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF023NGN, ENCFF112DFJ	5349337	ENCODE Processing Pipeline	de0b92c1aa9873187b949f6bd88eaa19		https://www.encodeproject.org/files/ENCFF470SPH/@@download/ENCFF470SPH.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF389ISM	bed narrowPeak	peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF023NGN, ENCFF112DFJ, ENCFF623TAD	2757610	ENCODE Processing Pipeline	e18493416146daae1fe90e2c072441d0		https://www.encodeproject.org/files/ENCFF389ISM/@@download/ENCFF389ISM.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF170JJV	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF389ISM, ENCFF419RSJ, ENCFF470SPH, ENCFF917EAJ	90756	ENCODE Processing Pipeline	d4e3a50fecac54e9dc9f159b71b4e656		https://www.encodeproject.org/files/ENCFF170JJV/@@download/ENCFF170JJV.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF968SUH	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF389ISM, ENCFF419RSJ, ENCFF470SPH, ENCFF917EAJ	123152	ENCODE Processing Pipeline	1481dcd0e4051afd7bbabee2758f0e75		https://www.encodeproject.org/files/ENCFF968SUH/@@download/ENCFF968SUH.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF484CKD	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF477PXF, ENCFF620JKI, ENCFF959MXK	122282	ENCODE Processing Pipeline	d8f4094f757d447fef0084be8473dbd0		https://www.encodeproject.org/files/ENCFF484CKD/@@download/ENCFF484CKD.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF477PXF	bed narrowPeak	peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF072HKU, ENCFF074CIT, ENCFF710NTS	2763528	ENCODE Processing Pipeline	3998d6006256ccd165ab9adacd19d4d3		https://www.encodeproject.org/files/ENCFF477PXF/@@download/ENCFF477PXF.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
