File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF159MMZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR893NWB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF971KUU/, /files/ENCFF886MOW/, /files/ENCFF869UTD/, /files/ENCFF269URO/, /files/ENCFF591FGE/, /files/ENCFF950JUB/	508762	Gene Yeo, UCSD	d34ef52379fa77e8929b9dc6457c711d		https://www.encodeproject.org/files/ENCFF159MMZ/@@download/ENCFF159MMZ.bed.gz				released	s3://encode-public/2018/12/03/b6981fe0-ff37-47cf-b1d5-6709fa271347/ENCFF159MMZ.bed.gz			
ENCFF689GDA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR893NWB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF459XDE/, /files/ENCFF403RNH/	3230029	Gene Yeo, UCSD	668e8178cae4a59b8832d1ac8d1ecba7		https://www.encodeproject.org/files/ENCFF689GDA/@@download/ENCFF689GDA.bed.gz				released	s3://encode-public/2016/11/30/d134b0bd-d1d5-461d-9b97-8bdb64c809d5/ENCFF689GDA.bed.gz			
ENCFF735YNV	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR893NWB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF449TUS/, /files/ENCFF403RNH/	3250539	Gene Yeo, UCSD	447428c370430bac7c3a4a64fa8c48f4		https://www.encodeproject.org/files/ENCFF735YNV/@@download/ENCFF735YNV.bed.gz				released	s3://encode-public/2016/11/30/1a95de04-c186-438d-a5df-7d46a2b12656/ENCFF735YNV.bed.gz			
ENCFF886MOW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR893NWB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF591FGE/, /files/ENCFF950JUB/	3271052	Gene Yeo, UCSD	996795c0384997fe2aa4f3b52a8ab2df		https://www.encodeproject.org/files/ENCFF886MOW/@@download/ENCFF886MOW.bed.gz				released	s3://encode-public/2016/11/30/ffb7042d-9913-4158-9959-862d9f8c858a/ENCFF886MOW.bed.gz			
ENCFF971KUU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR893NWB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF869UTD/, /files/ENCFF950JUB/	3224423	Gene Yeo, UCSD	dcf34facb397d0ae354544bda5c0e541		https://www.encodeproject.org/files/ENCFF971KUU/@@download/ENCFF971KUU.bed.gz				released	s3://encode-public/2016/11/30/82763ea3-1e35-4165-b020-982b613452db/ENCFF971KUU.bed.gz			
ENCFF204UQL	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR815VVI	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CDC40-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF171MEK/, /files/ENCFF656NLF/, /files/ENCFF513MLD/, /files/ENCFF890AXT/, /files/ENCFF039QTN/, /files/ENCFF282MQX/	25730	Gene Yeo, UCSD	480430131036983ff0ba9d732da9e7b1		https://www.encodeproject.org/files/ENCFF204UQL/@@download/ENCFF204UQL.bed.gz				released	s3://encode-public/2018/06/08/9e0cf3b6-745b-4568-80bc-8653d4eaad64/ENCFF204UQL.bed.gz			
ENCFF027MEO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR815VVI	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CDC40-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF127GEV/, /files/ENCFF684OXK/, /files/ENCFF269URO/, /files/ENCFF416LFA/, /files/ENCFF770GEL/, /files/ENCFF134NUB/	25096	Gene Yeo, UCSD	65e0920ce7962b179f6aabc0a36b7bd9		https://www.encodeproject.org/files/ENCFF027MEO/@@download/ENCFF027MEO.bed.gz				released	s3://encode-public/2018/12/03/68d5808a-c24f-41b5-8677-3556f59be0c8/ENCFF027MEO.bed.gz			
ENCFF890AXT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR815VVI	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CDC40-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	2	2_1							/files/ENCFF282MQX/, /files/ENCFF656NLF/	1248290	Gene Yeo, UCSD	9f78545b8a12e05f8854a59b139dfb04		https://www.encodeproject.org/files/ENCFF890AXT/@@download/ENCFF890AXT.bed.gz				released	s3://encode-public/2016/11/30/1546e0eb-6e7a-4eb1-a836-0b6f1db85b8c/ENCFF890AXT.bed.gz			
ENCFF513MLD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR815VVI	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CDC40-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	1	1_1							/files/ENCFF171MEK/, /files/ENCFF656NLF/	3363237	Gene Yeo, UCSD	1ca27c7cfa9719461ad6c3a83d63326c		https://www.encodeproject.org/files/ENCFF513MLD/@@download/ENCFF513MLD.bed.gz				released	s3://encode-public/2016/11/30/a000edf1-107c-4e0c-8b5a-dc0cba36789c/ENCFF513MLD.bed.gz			
ENCFF684OXK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR815VVI	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CDC40-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	1	1_1							/files/ENCFF416LFA/, /files/ENCFF127GEV/	3308871	Gene Yeo, UCSD	88b685bce163cc4ba1d6052df6f42fe9		https://www.encodeproject.org/files/ENCFF684OXK/@@download/ENCFF684OXK.bed.gz				released	s3://encode-public/2016/11/30/10f01fd9-0210-4d3a-959d-78114819e251/ENCFF684OXK.bed.gz			
ENCFF134NUB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR815VVI	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CDC40-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	2	2_1							/files/ENCFF770GEL/, /files/ENCFF127GEV/	1197689	Gene Yeo, UCSD	cf25c64f80c8c9db868a4d1ba23abcf6		https://www.encodeproject.org/files/ENCFF134NUB/@@download/ENCFF134NUB.bed.gz				released	s3://encode-public/2016/11/30/ba943928-cd9f-4a6a-8677-e14f3a6db1ef/ENCFF134NUB.bed.gz			
ENCFF693EMF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR373ODC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SMNDC1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF240MCZ/, /files/ENCFF230AER/, /files/ENCFF410TUD/, /files/ENCFF966TSJ/, /files/ENCFF039QTN/, /files/ENCFF468CQU/	8765	Gene Yeo, UCSD	18de8beebbd4205abf982457b1cdb194		https://www.encodeproject.org/files/ENCFF693EMF/@@download/ENCFF693EMF.bed.gz				released	s3://encode-public/2018/06/08/5fcf038e-96c6-46fe-8f41-1c6e4b6ca94e/ENCFF693EMF.bed.gz	mixed read lengths		
ENCFF736RYV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR373ODC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SMNDC1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF356SSO/, /files/ENCFF110YDG/, /files/ENCFF263MRM/, /files/ENCFF269URO/, /files/ENCFF588UIR/, /files/ENCFF125BMO/	7957	Gene Yeo, UCSD	cf597c1b8e9d8014acdaccd18885a92e		https://www.encodeproject.org/files/ENCFF736RYV/@@download/ENCFF736RYV.bed.gz				released	s3://encode-public/2018/12/03/7187cf0e-c064-4f4e-9501-f164a5ad277f/ENCFF736RYV.bed.gz	mixed read lengths		
ENCFF230AER	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR373ODC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SMNDC1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF966TSJ/, /files/ENCFF410TUD/	516483	Gene Yeo, UCSD	ffb98c7db86ad9648db7c01c80b142ec		https://www.encodeproject.org/files/ENCFF230AER/@@download/ENCFF230AER.bed.gz				released	s3://encode-public/2016/11/30/1d4a1529-a11a-4f24-bef7-fa7a137522c2/ENCFF230AER.bed.gz	mixed read lengths		
ENCFF240MCZ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR373ODC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SMNDC1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF468CQU/, /files/ENCFF410TUD/	773762	Gene Yeo, UCSD	8fc568eea127823956f1d831599ab390		https://www.encodeproject.org/files/ENCFF240MCZ/@@download/ENCFF240MCZ.bed.gz				released	s3://encode-public/2016/11/30/1437642a-81c8-4777-ae95-1c41725e0a73/ENCFF240MCZ.bed.gz	mixed read lengths		
ENCFF588UIR	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR373ODC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SMNDC1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF125BMO/, /files/ENCFF263MRM/	765495	Gene Yeo, UCSD	3b4aa46fac1715ab7f8a4ae857e9ec40		https://www.encodeproject.org/files/ENCFF588UIR/@@download/ENCFF588UIR.bed.gz				released	s3://encode-public/2016/11/30/a6c51ac4-34fd-43fc-b7ec-51d3f01effcf/ENCFF588UIR.bed.gz	mixed read lengths		
ENCFF356SSO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR373ODC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SMNDC1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF110YDG/, /files/ENCFF263MRM/	511690	Gene Yeo, UCSD	f399eecf172ea63bf0d50c8168b2add8		https://www.encodeproject.org/files/ENCFF356SSO/@@download/ENCFF356SSO.bed.gz				released	s3://encode-public/2016/11/30/f8ae3785-8baa-4e1e-b60c-99e702e90066/ENCFF356SSO.bed.gz	mixed read lengths		
ENCFF617LAH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR543TPH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF948TWD/, /files/ENCFF036HIA/, /files/ENCFF283MCJ/, /files/ENCFF388PDG/, /files/ENCFF506IYH/, /files/ENCFF039QTN/	91833	Gene Yeo, UCSD	cd653ce2a1a1fab1d8aadd4898ebf578		https://www.encodeproject.org/files/ENCFF617LAH/@@download/ENCFF617LAH.bed.gz				released	s3://encode-public/2018/06/08/ffce4a3c-a6b5-4f5f-adae-0c4f6ae6aad0/ENCFF617LAH.bed.gz			
ENCFF992LCW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR543TPH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF302BJD/, /files/ENCFF673EQX/, /files/ENCFF269URO/, /files/ENCFF070DMZ/, /files/ENCFF936QKU/, /files/ENCFF249CVU/	92533	Gene Yeo, UCSD	bceb99726552673f427c2189f85d839d		https://www.encodeproject.org/files/ENCFF992LCW/@@download/ENCFF992LCW.bed.gz				released	s3://encode-public/2018/12/03/ad3e88d3-dc00-4acc-90fd-3f5ffa641c00/ENCFF992LCW.bed.gz			
ENCFF388PDG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR543TPH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF036HIA/, /files/ENCFF506IYH/	2942648	Gene Yeo, UCSD	a646d6d13b524209aec7edeb9dc6353c		https://www.encodeproject.org/files/ENCFF388PDG/@@download/ENCFF388PDG.bed.gz				released	s3://encode-public/2016/11/30/0690856a-df0b-44b0-ba4e-229fb1b6062b/ENCFF388PDG.bed.gz			
ENCFF283MCJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR543TPH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF948TWD/, /files/ENCFF506IYH/	1978366	Gene Yeo, UCSD	735ebb2d11d3e6846d0da4c0459d1b87		https://www.encodeproject.org/files/ENCFF283MCJ/@@download/ENCFF283MCJ.bed.gz				released	s3://encode-public/2016/11/30/a21c1a3b-41ba-4439-90ab-9e10cb79311e/ENCFF283MCJ.bed.gz			
ENCFF673EQX	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR543TPH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF302BJD/, /files/ENCFF070DMZ/	2880489	Gene Yeo, UCSD	823fb09aac47e1fa65c96c25c7ef9f1f		https://www.encodeproject.org/files/ENCFF673EQX/@@download/ENCFF673EQX.bed.gz				released	s3://encode-public/2016/11/30/ab251581-6745-4e4a-aec6-114d95f69f41/ENCFF673EQX.bed.gz			
ENCFF936QKU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR543TPH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF249CVU/, /files/ENCFF070DMZ/	1912657	Gene Yeo, UCSD	63eb8bf47b317849cdb65a08d318223b		https://www.encodeproject.org/files/ENCFF936QKU/@@download/ENCFF936QKU.bed.gz				released	s3://encode-public/2016/11/30/e12529d1-84a5-4436-8c5e-df8ae7deb628/ENCFF936QKU.bed.gz			
ENCFF764MPF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR506UPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SUGP2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF556QBW/, /files/ENCFF187DUQ/, /files/ENCFF021LLL/, /files/ENCFF699DTX/, /files/ENCFF039QTN/, /files/ENCFF265BFS/	315914	Gene Yeo, UCSD	b3ac3604018c391c9c1cce1473538658		https://www.encodeproject.org/files/ENCFF764MPF/@@download/ENCFF764MPF.bed.gz				released	s3://encode-public/2018/06/08/3cb6976a-0f23-47ca-ac16-dd35a583d51b/ENCFF764MPF.bed.gz			
ENCFF191XRG	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR506UPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SUGP2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF572VUS/, /files/ENCFF269URO/, /files/ENCFF600AXE/, /files/ENCFF699QMT/, /files/ENCFF734JUL/, /files/ENCFF935UME/	312454	Gene Yeo, UCSD	e7faa593d597a61ec65371249fcd515f		https://www.encodeproject.org/files/ENCFF191XRG/@@download/ENCFF191XRG.bed.gz				released	s3://encode-public/2018/12/03/0632612a-e685-472d-9200-0cbe48b7c6bd/ENCFF191XRG.bed.gz			
ENCFF187DUQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR506UPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SUGP2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF556QBW/, /files/ENCFF021LLL/	4231875	Gene Yeo, UCSD	f0ef42ebe1e4cee844c2dd9a61f5cb95		https://www.encodeproject.org/files/ENCFF187DUQ/@@download/ENCFF187DUQ.bed.gz				released	s3://encode-public/2016/11/30/ad65d098-5765-41a5-bbe2-645f6130a7b1/ENCFF187DUQ.bed.gz			
ENCFF699DTX	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR506UPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SUGP2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF265BFS/, /files/ENCFF021LLL/	4608724	Gene Yeo, UCSD	0f60e4e347865c87c3ef2eafc414078e		https://www.encodeproject.org/files/ENCFF699DTX/@@download/ENCFF699DTX.bed.gz				released	s3://encode-public/2016/11/30/5156cf14-9034-45f9-a27a-f290c22f5c9d/ENCFF699DTX.bed.gz			
ENCFF935UME	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR506UPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SUGP2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF600AXE/, /files/ENCFF734JUL/	4564442	Gene Yeo, UCSD	8c3cd766fa619725681e814679f45cd9		https://www.encodeproject.org/files/ENCFF935UME/@@download/ENCFF935UME.bed.gz				released	s3://encode-public/2016/11/30/eeec2f3c-c1d4-45e8-aeeb-e67f2a334507/ENCFF935UME.bed.gz			
ENCFF572VUS	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR506UPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SUGP2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF699QMT/, /files/ENCFF734JUL/	4156122	Gene Yeo, UCSD	ed797a6cda1489b23f08bb5bc717d0b8		https://www.encodeproject.org/files/ENCFF572VUS/@@download/ENCFF572VUS.bed.gz				released	s3://encode-public/2016/11/30/7d6d4dc7-ab5f-4393-85ba-1c350eb8a918/ENCFF572VUS.bed.gz			
ENCFF890KEE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR724RDN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPL-human	RNA				ultraviolet irradiation	strand-specific	2017-12-04	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF894SMP/, /files/ENCFF415HDB/, /files/ENCFF840DTR/, /files/ENCFF581SSQ/, /files/ENCFF039QTN/, /files/ENCFF139YRQ/	217363	Gene Yeo, UCSD	0565a393d5a765a4e88a80b6cf6df35e		https://www.encodeproject.org/files/ENCFF890KEE/@@download/ENCFF890KEE.bed.gz				released	s3://encode-public/2018/06/08/c6db33a4-649e-4364-949a-29ff145f9fa0/ENCFF890KEE.bed.gz			
ENCFF266TKW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR724RDN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPL-human	RNA				ultraviolet irradiation	strand-specific	2017-12-04	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF607WID/, /files/ENCFF103PRM/, /files/ENCFF255EGS/, /files/ENCFF269URO/, /files/ENCFF518JBW/, /files/ENCFF073PCD/	214660	Gene Yeo, UCSD	886d3b108a60fce278526c9093caf412		https://www.encodeproject.org/files/ENCFF266TKW/@@download/ENCFF266TKW.bed.gz				released	s3://encode-public/2018/12/03/2f90b63c-9af7-4c9c-88b1-b54288830c7c/ENCFF266TKW.bed.gz			
ENCFF581SSQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR724RDN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPL-human	RNA				ultraviolet irradiation	strand-specific	2017-12-04	ENCODE		see document	175-300	1	1_1							/files/ENCFF840DTR/, /files/ENCFF139YRQ/	4526885	Gene Yeo, UCSD	5d28785a4728313966792dcf6f2e63e4		https://www.encodeproject.org/files/ENCFF581SSQ/@@download/ENCFF581SSQ.bed.gz				released	s3://encode-public/2016/11/30/1e2c5e31-9a1a-45ad-b349-a19e03dba81b/ENCFF581SSQ.bed.gz			
ENCFF415HDB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR724RDN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPL-human	RNA				ultraviolet irradiation	strand-specific	2017-12-04	ENCODE		see document	175-300	2	2_1							/files/ENCFF894SMP/, /files/ENCFF139YRQ/	3163315	Gene Yeo, UCSD	54aa2cc70749c15cbb9efae9d31ee409		https://www.encodeproject.org/files/ENCFF415HDB/@@download/ENCFF415HDB.bed.gz				released	s3://encode-public/2016/11/30/92986312-8eee-412d-b6fa-4272fa0b9387/ENCFF415HDB.bed.gz			
ENCFF073PCD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR724RDN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPL-human	RNA				ultraviolet irradiation	strand-specific	2017-12-04	ENCODE		see document	175-300	1	1_1							/files/ENCFF518JBW/, /files/ENCFF255EGS/	4464233	Gene Yeo, UCSD	b44b0b606a326b69071b8c3bee6c12dc		https://www.encodeproject.org/files/ENCFF073PCD/@@download/ENCFF073PCD.bed.gz				released	s3://encode-public/2016/11/30/247040da-2aac-4e18-937d-0038b3a311c9/ENCFF073PCD.bed.gz			
ENCFF103PRM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR724RDN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPL-human	RNA				ultraviolet irradiation	strand-specific	2017-12-04	ENCODE		see document	175-300	2	2_1							/files/ENCFF607WID/, /files/ENCFF255EGS/	3023163	Gene Yeo, UCSD	7fdcf600645ea9315de86694fa562ce3		https://www.encodeproject.org/files/ENCFF103PRM/@@download/ENCFF103PRM.bed.gz				released	s3://encode-public/2016/11/30/3791e198-9102-4ef5-b272-d854526dfb79/ENCFF103PRM.bed.gz			
ENCFF222ULF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF892JUQ/, /files/ENCFF370ZBJ/, /files/ENCFF175HHG/, /files/ENCFF039QTN/, /files/ENCFF836AYV/, /files/ENCFF103BFG/	69542	Gene Yeo, UCSD	b5f63f4452d3c42aef7c9400714ac8e2		https://www.encodeproject.org/files/ENCFF222ULF/@@download/ENCFF222ULF.bed.gz				released	s3://encode-public/2018/06/08/4a717e39-3c0f-4c67-a093-d0c8f52e304d/ENCFF222ULF.bed.gz	mixed read lengths		
ENCFF349SVY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF616EZQ/, /files/ENCFF091VTP/, /files/ENCFF269URO/, /files/ENCFF645IXY/, /files/ENCFF548SIH/, /files/ENCFF399CRA/	72957	Gene Yeo, UCSD	2d49c547e8e1d4ef0a00d7706f2dd22c		https://www.encodeproject.org/files/ENCFF349SVY/@@download/ENCFF349SVY.bed.gz				released	s3://encode-public/2018/12/03/89528e11-b083-430d-8eca-c1e07c3ed9fe/ENCFF349SVY.bed.gz	mixed read lengths		
ENCFF892JUQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF175HHG/, /files/ENCFF836AYV/	2991963	Gene Yeo, UCSD	a31f0d909897529654706c0f5f4eace1		https://www.encodeproject.org/files/ENCFF892JUQ/@@download/ENCFF892JUQ.bed.gz				released	s3://encode-public/2016/11/30/14280340-f2e2-4608-95b5-15d9f3436aad/ENCFF892JUQ.bed.gz	mixed read lengths		
ENCFF370ZBJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF103BFG/, /files/ENCFF836AYV/	3871166	Gene Yeo, UCSD	a7e1c29992b3c959dc08b3da442fae7c		https://www.encodeproject.org/files/ENCFF370ZBJ/@@download/ENCFF370ZBJ.bed.gz				released	s3://encode-public/2016/11/30/a860664f-25ab-445c-9d90-20601e69c90c/ENCFF370ZBJ.bed.gz	mixed read lengths		
ENCFF548SIH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF616EZQ/, /files/ENCFF091VTP/	3011416	Gene Yeo, UCSD	eb5e166eb6bd79a9f1260c3941d32f61		https://www.encodeproject.org/files/ENCFF548SIH/@@download/ENCFF548SIH.bed.gz				released	s3://encode-public/2016/11/30/0abe89eb-cce5-425f-8942-823876b25d01/ENCFF548SIH.bed.gz	mixed read lengths		
ENCFF645IXY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF399CRA/, /files/ENCFF091VTP/	3910684	Gene Yeo, UCSD	558bb06983f07fd8be59f7da72a893f5		https://www.encodeproject.org/files/ENCFF645IXY/@@download/ENCFF645IXY.bed.gz				released	s3://encode-public/2016/11/30/89fb4ba6-f308-4503-a7b8-5b0dd71743e4/ENCFF645IXY.bed.gz	mixed read lengths		
