File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF284NOU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR888YTT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										LARP4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF544HGJ/, /files/ENCFF776GPK/, /files/ENCFF644NKM/, /files/ENCFF305LNT/, /files/ENCFF039QTN/, /files/ENCFF528CMP/	11149	Gene Yeo, UCSD	2f2c18df9dd03ac230319d281bae39e0		https://www.encodeproject.org/files/ENCFF284NOU/@@download/ENCFF284NOU.bed.gz				released	s3://encode-public/2018/06/08/2fbee4c1-72a9-4b1c-9713-5d1d81cb0262/ENCFF284NOU.bed.gz	mixed read lengths		
ENCFF947CIN	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR888YTT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										LARP4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF773GGY/, /files/ENCFF259HTD/, /files/ENCFF848GHI/, /files/ENCFF269URO/, /files/ENCFF986MGC/, /files/ENCFF685FNB/	11261	Gene Yeo, UCSD	12489fab9e4bdb4d3a47b3efade21fb5		https://www.encodeproject.org/files/ENCFF947CIN/@@download/ENCFF947CIN.bed.gz				released	s3://encode-public/2018/12/03/0272f240-4317-4f2c-9b9d-9fe796932c88/ENCFF947CIN.bed.gz	mixed read lengths		
ENCFF544HGJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR888YTT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										LARP4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF528CMP/, /files/ENCFF776GPK/	1296259	Gene Yeo, UCSD	7f82bfacea63fff7866d14791bd8e11e		https://www.encodeproject.org/files/ENCFF544HGJ/@@download/ENCFF544HGJ.bed.gz				released	s3://encode-public/2016/11/30/094687c7-5708-4582-975c-c28dd7ce7669/ENCFF544HGJ.bed.gz	mixed read lengths		
ENCFF305LNT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR888YTT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										LARP4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF644NKM/, /files/ENCFF776GPK/	1187231	Gene Yeo, UCSD	830205a7732461fdc324d87f1759f00a		https://www.encodeproject.org/files/ENCFF305LNT/@@download/ENCFF305LNT.bed.gz				released	s3://encode-public/2016/11/30/28a3d7ee-11aa-4a70-9ab4-0179873527fa/ENCFF305LNT.bed.gz	mixed read lengths		
ENCFF986MGC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR888YTT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										LARP4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF773GGY/, /files/ENCFF848GHI/	1297530	Gene Yeo, UCSD	1a803b1fcc08e05ed744a805a0d53a2a		https://www.encodeproject.org/files/ENCFF986MGC/@@download/ENCFF986MGC.bed.gz				released	s3://encode-public/2016/11/30/ddebd19d-497b-44df-a39b-3bb2f8f2b13e/ENCFF986MGC.bed.gz	mixed read lengths		
ENCFF259HTD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR888YTT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										LARP4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF685FNB/, /files/ENCFF848GHI/	1190045	Gene Yeo, UCSD	253ef303d15465eadb8a768e9a484b8e		https://www.encodeproject.org/files/ENCFF259HTD/@@download/ENCFF259HTD.bed.gz				released	s3://encode-public/2016/11/30/71c17336-a745-4737-baec-2d701ed49d58/ENCFF259HTD.bed.gz	mixed read lengths		
ENCFF105PMR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR059CWF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SBDS-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF840JWJ/, /files/ENCFF175EIG/, /files/ENCFF974XMI/, /files/ENCFF873TSY/, /files/ENCFF310FMZ/, /files/ENCFF039QTN/	378	Gene Yeo, UCSD	c85b4d0a932478004a6b88518a7d761e		https://www.encodeproject.org/files/ENCFF105PMR/@@download/ENCFF105PMR.bed.gz				released	s3://encode-public/2018/06/08/10d390ed-dba9-425c-8f9f-5c0948a333b1/ENCFF105PMR.bed.gz			
ENCFF051EEW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR059CWF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SBDS-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF384NHH/, /files/ENCFF450LWH/, /files/ENCFF281FSP/, /files/ENCFF269URO/, /files/ENCFF635ASG/, /files/ENCFF600AGC/	666	Gene Yeo, UCSD	e9cc9525dd1374d3b8a711616002ce09		https://www.encodeproject.org/files/ENCFF051EEW/@@download/ENCFF051EEW.bed.gz				released	s3://encode-public/2018/12/03/ed66c0c6-931a-4da7-acb8-5543027b3374/ENCFF051EEW.bed.gz			
ENCFF175EIG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR059CWF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SBDS-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF974XMI/, /files/ENCFF310FMZ/	106088	Gene Yeo, UCSD	4b6c253fd04949eee9e709a75eaa7ea3		https://www.encodeproject.org/files/ENCFF175EIG/@@download/ENCFF175EIG.bed.gz				released	s3://encode-public/2016/11/30/872a3949-cc18-480c-a911-375ede0d00bf/ENCFF175EIG.bed.gz			
ENCFF873TSY	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR059CWF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SBDS-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF840JWJ/, /files/ENCFF310FMZ/	137449	Gene Yeo, UCSD	256c80596c0f063330033ca39d99cfa9		https://www.encodeproject.org/files/ENCFF873TSY/@@download/ENCFF873TSY.bed.gz				released	s3://encode-public/2016/11/30/f1a6b3c3-9eaa-4cb7-8008-f26c89e0ea04/ENCFF873TSY.bed.gz			
ENCFF450LWH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR059CWF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SBDS-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF281FSP/, /files/ENCFF600AGC/	98364	Gene Yeo, UCSD	acb17d2c0d0e3fe8008a21b33a48e3ac		https://www.encodeproject.org/files/ENCFF450LWH/@@download/ENCFF450LWH.bed.gz				released	s3://encode-public/2016/11/30/271f41fd-8420-40dc-b6af-cc4d098a196d/ENCFF450LWH.bed.gz			
ENCFF384NHH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR059CWF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SBDS-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF635ASG/, /files/ENCFF600AGC/	130948	Gene Yeo, UCSD	c1279a6b33c5cfc6f22ce1cbec56b8ad		https://www.encodeproject.org/files/ENCFF384NHH/@@download/ENCFF384NHH.bed.gz				released	s3://encode-public/2016/11/30/c361e955-eb0c-4d2c-8e00-9102f31877e6/ENCFF384NHH.bed.gz			
ENCFF814JGE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR456ASB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF119DJS/, /files/ENCFF873FZT/, /files/ENCFF806EIK/, /files/ENCFF792HYY/, /files/ENCFF174FBV/, /files/ENCFF039QTN/	324950	Gene Yeo, UCSD	4d0728708d79d8e6b714002e8258f803		https://www.encodeproject.org/files/ENCFF814JGE/@@download/ENCFF814JGE.bed.gz				released	s3://encode-public/2018/06/08/4bd8b2ee-3eb1-419b-a6e5-74cd774982a2/ENCFF814JGE.bed.gz			
ENCFF597NVR	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR456ASB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF701TPG/, /files/ENCFF518MSP/, /files/ENCFF269URO/, /files/ENCFF948AOR/, /files/ENCFF707BGL/, /files/ENCFF429YHX/	323361	Gene Yeo, UCSD	e19516329f7659b31976b52807d341fe		https://www.encodeproject.org/files/ENCFF597NVR/@@download/ENCFF597NVR.bed.gz				released	s3://encode-public/2018/12/03/b6fb6a4b-3334-4563-92ac-400913f61591/ENCFF597NVR.bed.gz			
ENCFF873FZT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR456ASB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF119DJS/, /files/ENCFF806EIK/	1211007	Gene Yeo, UCSD	8811638cfffb5518865032962207a2f9		https://www.encodeproject.org/files/ENCFF873FZT/@@download/ENCFF873FZT.bed.gz				released	s3://encode-public/2016/11/30/84e0d5a2-6595-4251-876a-409318979afa/ENCFF873FZT.bed.gz			
ENCFF792HYY	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR456ASB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF174FBV/, /files/ENCFF806EIK/	1457281	Gene Yeo, UCSD	116779217f484ebb2e7b7da6e45034b3		https://www.encodeproject.org/files/ENCFF792HYY/@@download/ENCFF792HYY.bed.gz				released	s3://encode-public/2016/11/30/9154cb0f-a3bd-40e2-aa58-d27e3f708628/ENCFF792HYY.bed.gz			
ENCFF518MSP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR456ASB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF948AOR/, /files/ENCFF429YHX/	1189346	Gene Yeo, UCSD	68960cbd14812cd8c91e6c157e7c593e		https://www.encodeproject.org/files/ENCFF518MSP/@@download/ENCFF518MSP.bed.gz				released	s3://encode-public/2016/11/30/6bbdb98d-dc8b-4a3a-ad7e-2ba7c98e3d7b/ENCFF518MSP.bed.gz			
ENCFF707BGL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR456ASB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF701TPG/, /files/ENCFF429YHX/	1446317	Gene Yeo, UCSD	1f0a8900ce2f3f4f67cded7071131d9e		https://www.encodeproject.org/files/ENCFF707BGL/@@download/ENCFF707BGL.bed.gz				released	s3://encode-public/2016/11/30/f969ebec-0d4e-4f22-b5e2-acb5cd6f2a62/ENCFF707BGL.bed.gz			
ENCFF889CCS	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR647CLF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GPKOW-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF760JZI/, /files/ENCFF410KNT/, /files/ENCFF636IYL/, /files/ENCFF914HZF/, /files/ENCFF400PVK/, /files/ENCFF039QTN/	25217	Gene Yeo, UCSD	db40e446a11ca46e5ef36cfe6b0393d9		https://www.encodeproject.org/files/ENCFF889CCS/@@download/ENCFF889CCS.bed.gz				released	s3://encode-public/2018/06/08/9788207a-a153-43fb-8b4c-b25b818e3dfb/ENCFF889CCS.bed.gz	mixed read lengths		
ENCFF674BUM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR647CLF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GPKOW-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF318RDQ/, /files/ENCFF739BZK/, /files/ENCFF966HIC/, /files/ENCFF269URO/, /files/ENCFF333OLY/, /files/ENCFF040AJT/	24072	Gene Yeo, UCSD	7c5e60dc18770cfd338575e93ebd0d12		https://www.encodeproject.org/files/ENCFF674BUM/@@download/ENCFF674BUM.bed.gz				released	s3://encode-public/2018/12/03/c9ed668d-cd76-4c1d-9f3f-83694ce117c1/ENCFF674BUM.bed.gz	mixed read lengths		
ENCFF760JZI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR647CLF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GPKOW-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	1	1_1							/files/ENCFF400PVK/, /files/ENCFF914HZF/	1226963	Gene Yeo, UCSD	462d20f7c7ed85d85318ae9e3b772262		https://www.encodeproject.org/files/ENCFF760JZI/@@download/ENCFF760JZI.bed.gz				released	s3://encode-public/2016/11/30/15008ba5-d36f-443b-b32b-7ae57f70ddbd/ENCFF760JZI.bed.gz	mixed read lengths		
ENCFF410KNT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR647CLF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GPKOW-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	2	2_1							/files/ENCFF636IYL/, /files/ENCFF914HZF/	1371646	Gene Yeo, UCSD	a8c49ce5d0c087d03d88a74de93444b5		https://www.encodeproject.org/files/ENCFF410KNT/@@download/ENCFF410KNT.bed.gz				released	s3://encode-public/2016/11/30/307e0e35-db57-4243-a7bb-f51dacc12a67/ENCFF410KNT.bed.gz	mixed read lengths		
ENCFF318RDQ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR647CLF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GPKOW-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	2	2_1							/files/ENCFF966HIC/, /files/ENCFF333OLY/	1359905	Gene Yeo, UCSD	877338015d4bd518f42501ae9e8aa71e		https://www.encodeproject.org/files/ENCFF318RDQ/@@download/ENCFF318RDQ.bed.gz				released	s3://encode-public/2016/11/30/51fba27f-a74c-4fa0-a3a7-90ac1d0e5c47/ENCFF318RDQ.bed.gz	mixed read lengths		
ENCFF040AJT	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR647CLF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GPKOW-human	RNA				ultraviolet irradiation	strand-specific	2016-10-31	ENCODE		see document	175-300	1	1_1							/files/ENCFF739BZK/, /files/ENCFF333OLY/	1216789	Gene Yeo, UCSD	bd8dee479663efee29a21a2a75c99c73		https://www.encodeproject.org/files/ENCFF040AJT/@@download/ENCFF040AJT.bed.gz				released	s3://encode-public/2016/11/30/3eba894f-0751-430e-acdb-9e12c9af4dcb/ENCFF040AJT.bed.gz	mixed read lengths		
ENCFF485NXM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF507AKH/, /files/ENCFF301IKV/, /files/ENCFF846CJI/, /files/ENCFF039QTN/, /files/ENCFF325PKM/, /files/ENCFF634UAJ/	22621	Gene Yeo, UCSD	7e317db53fdcd2013e4d494b7588753c		https://www.encodeproject.org/files/ENCFF485NXM/@@download/ENCFF485NXM.bed.gz				released	s3://encode-public/2018/06/08/cb6bd16f-d26e-4a18-9f5f-a1c2f501dc1b/ENCFF485NXM.bed.gz			
ENCFF128AKC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF845MNN/, /files/ENCFF269URO/, /files/ENCFF703NSH/, /files/ENCFF162KHT/, /files/ENCFF445FRC/, /files/ENCFF803KPC/	21467	Gene Yeo, UCSD	1d6318c4d769764b20aff9f2dc76af21		https://www.encodeproject.org/files/ENCFF128AKC/@@download/ENCFF128AKC.bed.gz				released	s3://encode-public/2018/12/03/d22d614f-faf3-43d8-9644-2b4289b5d92f/ENCFF128AKC.bed.gz			
ENCFF507AKH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF301IKV/, /files/ENCFF325PKM/	1087993	Gene Yeo, UCSD	070634cac00d2a82e7ddf331b316eb7e		https://www.encodeproject.org/files/ENCFF507AKH/@@download/ENCFF507AKH.bed.gz				released	s3://encode-public/2016/11/30/d1baed4a-6e19-4424-9ff5-6c60274cab19/ENCFF507AKH.bed.gz			
ENCFF634UAJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF846CJI/, /files/ENCFF325PKM/	808654	Gene Yeo, UCSD	ff891f1ded93def8aa6ebc0640131b6b		https://www.encodeproject.org/files/ENCFF634UAJ/@@download/ENCFF634UAJ.bed.gz				released	s3://encode-public/2016/11/30/c566fe2b-7d8b-4ff2-98c6-98a04c2b5f76/ENCFF634UAJ.bed.gz			
ENCFF162KHT	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF445FRC/, /files/ENCFF703NSH/	768602	Gene Yeo, UCSD	0e11c9c300700ca2822dfb394fb551a6		https://www.encodeproject.org/files/ENCFF162KHT/@@download/ENCFF162KHT.bed.gz				released	s3://encode-public/2016/11/30/4564bbab-f541-4984-afb7-93dfbe663005/ENCFF162KHT.bed.gz			
ENCFF803KPC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF845MNN/, /files/ENCFF703NSH/	1070514	Gene Yeo, UCSD	e5bb796e1932ea6971197bd6fbd9512c		https://www.encodeproject.org/files/ENCFF803KPC/@@download/ENCFF803KPC.bed.gz				released	s3://encode-public/2016/11/30/27fc91eb-0175-4365-9a62-ce8c375250ce/ENCFF803KPC.bed.gz			
ENCFF834BGX	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR120EAR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										RPS3-human	RNA				ultraviolet irradiation	strand-specific	2017-08-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF528YKE/, /files/ENCFF700HKI/, /files/ENCFF323ZDL/, /files/ENCFF039QTN/, /files/ENCFF922WMS/, /files/ENCFF094OTN/	58414	Gene Yeo, UCSD	31b328baab97ccd7441bf3933f331b75		https://www.encodeproject.org/files/ENCFF834BGX/@@download/ENCFF834BGX.bed.gz				released	s3://encode-public/2018/06/08/0d71f890-ff57-4f5b-9769-eab8f091bb17/ENCFF834BGX.bed.gz			
ENCFF530HTL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR120EAR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										RPS3-human	RNA				ultraviolet irradiation	strand-specific	2017-08-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF987HHN/, /files/ENCFF487EXG/, /files/ENCFF546DDF/, /files/ENCFF830RMG/, /files/ENCFF269URO/, /files/ENCFF481DSP/	57992	Gene Yeo, UCSD	5d827c288b0d9ed89482f7ddca484f69		https://www.encodeproject.org/files/ENCFF530HTL/@@download/ENCFF530HTL.bed.gz				released	s3://encode-public/2018/12/03/4ffe90c7-5e0c-4a44-b193-3a6986974273/ENCFF530HTL.bed.gz			
ENCFF323ZDL	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR120EAR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										RPS3-human	RNA				ultraviolet irradiation	strand-specific	2017-08-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF094OTN/, /files/ENCFF700HKI/	672164	Gene Yeo, UCSD	e38e27f69e7401f1db1895aa82626ab9		https://www.encodeproject.org/files/ENCFF323ZDL/@@download/ENCFF323ZDL.bed.gz				released	s3://encode-public/2016/11/30/4004cd1e-abf2-406d-845d-7164759695d2/ENCFF323ZDL.bed.gz			
ENCFF922WMS	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR120EAR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										RPS3-human	RNA				ultraviolet irradiation	strand-specific	2017-08-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF528YKE/, /files/ENCFF700HKI/	663659	Gene Yeo, UCSD	a1a358b168efe696fc6287fc739368f5		https://www.encodeproject.org/files/ENCFF922WMS/@@download/ENCFF922WMS.bed.gz				released	s3://encode-public/2016/11/30/6cb9184f-2a39-454a-868c-b5971987ba2d/ENCFF922WMS.bed.gz			
ENCFF487EXG	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR120EAR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										RPS3-human	RNA				ultraviolet irradiation	strand-specific	2017-08-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF830RMG/, /files/ENCFF987HHN/	663476	Gene Yeo, UCSD	95224f01d9cc64fa533668859bb50bc4		https://www.encodeproject.org/files/ENCFF487EXG/@@download/ENCFF487EXG.bed.gz				released	s3://encode-public/2016/11/30/63e0be59-324f-4f04-ba6e-31fc547b9a82/ENCFF487EXG.bed.gz			
ENCFF546DDF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR120EAR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										RPS3-human	RNA				ultraviolet irradiation	strand-specific	2017-08-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF481DSP/, /files/ENCFF987HHN/	657050	Gene Yeo, UCSD	402d4718569cc2a35d9abdb9bb651a49		https://www.encodeproject.org/files/ENCFF546DDF/@@download/ENCFF546DDF.bed.gz				released	s3://encode-public/2016/11/30/d24c5944-bd38-40ed-bc97-212885306632/ENCFF546DDF.bed.gz			
ENCFF693ZAZ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000SSH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SLTM-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF392CBU/, /files/ENCFF827FAW/, /files/ENCFF052VSB/, /files/ENCFF869ACG/, /files/ENCFF405BRH/, /files/ENCFF039QTN/	72576	Gene Yeo, UCSD	3cd4024b1c82e601a292c155f3070135		https://www.encodeproject.org/files/ENCFF693ZAZ/@@download/ENCFF693ZAZ.bed.gz				released	s3://encode-public/2018/06/08/a683b681-a2bd-4928-87a6-47101f9fe3c9/ENCFF693ZAZ.bed.gz			
ENCFF696QWE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000SSH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SLTM-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF048VBN/, /files/ENCFF269URO/, /files/ENCFF485BRZ/, /files/ENCFF396BVL/, /files/ENCFF125YXW/, /files/ENCFF712SXL/	75128	Gene Yeo, UCSD	836e2084135a51a035cc08e685b8a07c		https://www.encodeproject.org/files/ENCFF696QWE/@@download/ENCFF696QWE.bed.gz				released	s3://encode-public/2018/12/03/d312f31d-c718-47e3-b926-65c84b796e47/ENCFF696QWE.bed.gz			
ENCFF392CBU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000SSH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SLTM-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF405BRH/, /files/ENCFF869ACG/	1474265	Gene Yeo, UCSD	7bc1594bdadf206c35fceec87c5768b7		https://www.encodeproject.org/files/ENCFF392CBU/@@download/ENCFF392CBU.bed.gz				released	s3://encode-public/2016/11/30/7f2ee489-4d81-441c-8554-5438a4cc5d66/ENCFF392CBU.bed.gz			
ENCFF052VSB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000SSH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SLTM-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF827FAW/, /files/ENCFF869ACG/	1127673	Gene Yeo, UCSD	e58c5e6f38f8d682cc847ab845f1e9c6		https://www.encodeproject.org/files/ENCFF052VSB/@@download/ENCFF052VSB.bed.gz				released	s3://encode-public/2016/11/30/830b0f6c-1439-4f6c-b9ec-06f7bc5c91f8/ENCFF052VSB.bed.gz			
ENCFF125YXW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000SSH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SLTM-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF712SXL/, /files/ENCFF048VBN/	1477782	Gene Yeo, UCSD	eafdd159ab86228307273ff5019f8688		https://www.encodeproject.org/files/ENCFF125YXW/@@download/ENCFF125YXW.bed.gz				released	s3://encode-public/2016/11/30/9078c953-be49-4baf-97c2-a39b44a26696/ENCFF125YXW.bed.gz			
